Accession number,Source,Tissue,Development stage,Country
SRX11703648,RNA-Seq,"mature leaf, salt treatment",mature,USA:MI
SRX11703647,RNA-Seq,"mature leaf, salt treatment",mature,USA:MI
SRX11703646,RNA-Seq,"stem, control",mature,USA:MI
SRX11703645,RNA-Seq,"stem, control",mature,USA:MI
SRX11703644,RNA-Seq,"stem, control",mature,USA:MI
SRX11703643,RNA-Seq,"mature leaf, BTH treatment control",mature,USA:MI
SRX11703642,RNA-Seq,tuber stage 4,mature,USA:MI
SRX11703641,RNA-Seq,"mature leaf, BTH treatment control",mature,USA:MI
SRX11703639,RNA-Seq,"mature leaf, methyl jasmonate treatment control",mature,USA:MI
SRX11703640,RNA-Seq,"mature leaf, BTH treatment control",mature,USA:MI
SRX11703638,RNA-Seq,"mature leaf, methyl jasmonate treatment control",mature,USA:MI
SRX11703635,RNA-Seq,tuber sprouts,immature,USA:MI
SRX11703634,RNA-Seq,open flower,mature,USA:MI
SRX11703633,RNA-Seq,open flower,mature,USA:MI
SRX11703632,RNA-Seq,open flower,mature,USA:MI
SRX11703630,RNA-Seq,closed flower,mature,USA:MI
SRX11703631,RNA-Seq,tuber stage 4,mature,USA:MI
SRX11703629,RNA-Seq,closed flower,mature,USA:MI
SRX11703627,RNA-Seq,immature leaf 2am harvest,immature,USA:MI
SRX11703628,RNA-Seq,closed flower,mature,USA:MI
SRX11703625,RNA-Seq,immature leaf 10pm harvest,immature,USA:MI
SRX11703626,RNA-Seq,immature leaf 2am harvest,immature,USA:MI
SRX11703623,RNA-Seq,immature leaf 10pm harvest,immature,USA:MI
SRX11703622,RNA-Seq,immature leaf 6pm harvest,immature,USA:MI
SRX11703621,RNA-Seq,immature leaf 6pm harvest,immature,USA:MI
SRX11703620,RNA-Seq,tuber stage 4,mature,USA:MI
SRX11703619,RNA-Seq,immature leaf 6pm harvest,immature,USA:MI
SRX11703624,RNA-Seq,immature leaf 10pm harvest,immature,USA:MI
SRX11703618,RNA-Seq,immature leaf 2pm harvest,immature,USA:MI
SRX11703617,RNA-Seq,immature leaf 2pm harvest,immature,USA:MI
SRX11703615,RNA-Seq,immature leaf 10am harvest,immature,USA:MI
SRX11703616,RNA-Seq,immature leaf 2pm harvest,immature,USA:MI
SRX11703614,RNA-Seq,immature leaf 10am harvest,immature,USA:MI
SRX11703613,RNA-Seq,immature leaf 10am harvest,immature,USA:MI
SRX11703612,RNA-Seq,immature leaf 6am start harvest,immature,USA:MI
SRX11703611,RNA-Seq,immature leaf 6am start harvest,immature,USA:MI
SRX11703610,RNA-Seq,immature leaf 6am start harvest,immature,USA:MI
SRX11703608,RNA-Seq,hooked stolon,immature,USA:MI
SRX11703609,RNA-Seq,tuber stage 5,mature,USA:MI
SRX11703605,RNA-Seq,swollen stolon,immature,USA:MI
SRX11703607,RNA-Seq,hooked stolon,immature,USA:MI
SRX11703606,RNA-Seq,hooked stolon,immature,USA:MI
SRX11703604,RNA-Seq,swollen stolon,immature,USA:MI
SRX11703603,RNA-Seq,swollen stolon,immature,USA:MI
SRX11703602,RNA-Seq,tuber stage 1,immature,USA:MI
SRX11703601,RNA-Seq,tuber stage 1,immature,USA:MI
SRX11703600,RNA-Seq,tuber stage 1,immature,USA:MI
SRX11703599,RNA-Seq,tuber stage 2,immature,USA:MI
SRX11703597,RNA-Seq,tuber stage 5,mature,USA:MI
SRX11703598,RNA-Seq,tuber stage 5,mature,USA:MI
SRX11438928,RNA-Seq,LEAF,,"India: ICAR-CPRI, Shimla"
SRX11438927,RNA-Seq,LEAF,,"India: ICAR-CPRI, Shimla"
SRX11308615,FL-cDNA,leaf,mature,USA:MI
SRX11308380,FL-cDNA,tuber,mature,USA:MI
SRX11307481,FL-cDNA,tuber,mature,USA:MI
SRX11307480,FL-cDNA,tuber,mature,USA:MI
SRX11307479,FL-cDNA,tuber,mature,USA:MI
SRX11307478,FL-cDNA,tuber,mature,USA:MI
SRX11307457,FL-cDNA,leaf,mature,USA:MI
SRX11307456,FL-cDNA,leaf,mature,USA:MI
SRX11307455,FL-cDNA,leaf,mature,USA:MI
SRX11306341,FL-cDNA,leaf,mature,USA:MI
SRX11306342,FL-cDNA,leaf,mature,USA:MI
SRX11306339,FL-cDNA,leaf,mature,USA:MI
SRX11306340,FL-cDNA,leaf,mature,USA:MI
SRX11291551,FL-cDNA,tuber,mature,USA:MI
SRX11291550,FL-cDNA,tuber,mature,USA:MI
SRX11291399,FL-cDNA,tuber,mature,USA:MI
SRX11291398,FL-cDNA,tuber,mature,USA:MI
SRX11291397,FL-cDNA,tuber,mature,USA:MI
SRX11217567,RNA-Seq,stem,growth period of 130 days,China: Qinghai
SRX11217568,RNA-Seq,leaf,growth period of 131 days,China: Qinghai
SRX11217566,RNA-Seq,stem,growth period of 129 days,China: Qinghai
SRX11217569,RNA-Seq,leaf,growth period of 132 days,China: Qinghai
SRX11217563,RNA-Seq,leaf,growth period of 158 days,China: Qinghai
SRX11217570,RNA-Seq,leaf,growth period of 133 days,China: Qinghai
SRX11217562,RNA-Seq,stem,growth period of 157 days,China: Qinghai
SRX11217564,RNA-Seq,leaf,growth period of 159 days,China: Qinghai
SRX11217565,RNA-Seq,leaf,growth period of 160 days,China: Qinghai
SRX11217559,RNA-Seq,stem,growth period of 128 days,China: Qinghai
SRX11217560,RNA-Seq,stem,growth period of 155 days,China: Qinghai
SRX11217558,RNA-Seq,Root,growth period of 154 days,China: Qinghai
SRX11217561,RNA-Seq,stem,growth period of 156 days,China: Qinghai
SRX11217571,RNA-Seq,Root,growth period of 134 days,China: Qinghai
SRX11217555,RNA-Seq,leaf,growth period of 151 days,China: Qinghai
SRX11217554,RNA-Seq,leaf,growth period of 150 days,China: Qinghai
SRX11217556,RNA-Seq,Root,growth period of 152 days,China: Qinghai
SRX11217551,RNA-Seq,stem,growth period of 147 days,China: Qinghai
SRX11217557,RNA-Seq,Root,growth period of 153 days,China: Qinghai
SRX11217553,RNA-Seq,leaf,growth period of 149 days,China: Qinghai
SRX11217547,RNA-Seq,Root,growth period of 144 days,China: Qinghai
SRX11217546,RNA-Seq,Root,growth period of 143 days,China: Qinghai
SRX11217550,RNA-Seq,stem,growth period of 146 days,China: Qinghai
SRX11217552,RNA-Seq,stem,growth period of 148 days,China: Qinghai
SRX11217545,RNA-Seq,leaf,growth period of 142 days,China: Qinghai
SRX11217549,RNA-Seq,Root,growth period of 145 days,China: Qinghai
SRX11217548,RNA-Seq,Root,growth period of 127 days,China: Qinghai
SRX11217544,RNA-Seq,leaf,growth period of 141 days,China: Qinghai
SRX11217543,RNA-Seq,leaf,growth period of 140 days,China: Qinghai
SRX11217542,RNA-Seq,stem,growth period of 139 days,China: Qinghai
SRX11217541,RNA-Seq,stem,growth period of 138 days,China: Qinghai
SRX11217540,RNA-Seq,stem,growth period of 137 days,China: Qinghai
SRX11217539,RNA-Seq,Root,growth period of 136 days,China: Qinghai
SRX11217538,RNA-Seq,Root,growth period of 135 days,China: Qinghai
SRX11217537,RNA-Seq,Root,growth period of 126 days,China: Qinghai
SRX11217536,RNA-Seq,Root,growth period of 125 days,China: Qinghai
SRX11217093,RNA-Seq,Stem cross-section cut,,Russia: Kazan
SRX11217091,RNA-Seq,Stem cross-section cut,,Russia: Kazan
SRX11217092,RNA-Seq,Stem cross-section cut,,Russia: Kazan
SRX11217090,RNA-Seq,Stem cross-section cut,,Russia: Kazan
SRX11217089,RNA-Seq,Stem cross-section cut,,Russia: Kazan
SRX11217088,RNA-Seq,Stem cross-section cut,,Russia: Kazan
SRX11189869,RNA-Seq,potato tubers,,
SRX11189866,RNA-Seq,potato tubers,,
SRX11189868,RNA-Seq,potato tubers,,
SRX11189867,RNA-Seq,potato tubers,,
SRX11189865,RNA-Seq,potato tubers,,
SRX11189864,RNA-Seq,potato tubers,,
SRX11189863,RNA-Seq,potato tubers,,
SRX11189862,RNA-Seq,potato tubers,,
SRX11125363,RNA-Seq,style,anthesis,China:Yunnan
SRX11125361,RNA-Seq,style,anthesis,China:Yunnan
SRX11125362,RNA-Seq,style,anthesis,China:Yunnan
SRX11125355,RNA-Seq,style,anthesis,China:Yunnan
SRX11125359,RNA-Seq,style,anthesis,China:Yunnan
SRX11125358,RNA-Seq,style,anthesis,China:Yunnan
SRX11125357,RNA-Seq,style,anthesis,China:Yunnan
SRX11125360,RNA-Seq,style,anthesis,China:Yunnan
SRX11125354,RNA-Seq,style,anthesis,China:Yunnan
SRX11125356,RNA-Seq,style,anthesis,China:Yunnan
SRX11125353,RNA-Seq,style,anthesis,China:Yunnan
SRX11125352,RNA-Seq,style,anthesis,China:Yunnan
SRX11125351,RNA-Seq,style,anthesis,China:Yunnan
SRX11061015,RNA-Seq,Whole leaf,,USA: Colorado
SRX11061014,RNA-Seq,Mitochondrial isolation,,USA: Colorado
SRX11061016,RNA-Seq,Mitochondrial isolation,,USA: Colorado
SRX11061017,RNA-Seq,Whole leaf,,USA: Colorado
SRX10656298,RNA-Seq,mature leaves,,Netherlands
SRX10656294,RNA-Seq,tubers,,Netherlands
SRX10656299,RNA-Seq,mature leaves,,Netherlands
SRX10656296,RNA-Seq,mature leaves,,Netherlands
SRX10656297,RNA-Seq,mature leaves,,Netherlands
SRX10656295,RNA-Seq,mature leaves,,Netherlands
SRX10656293,RNA-Seq,tubers,,Netherlands
SRX10656292,RNA-Seq,tubers,,Netherlands
SRX10656290,RNA-Seq,tubers,,Netherlands
SRX10656291,RNA-Seq,tubers,,Netherlands
SRX10656288,RNA-Seq,tubers,,Netherlands
SRX10656286,RNA-Seq,flower buds,,Netherlands
SRX10656287,RNA-Seq,flower buds,,Netherlands
SRX10656285,RNA-Seq,mature leaves,,Netherlands
SRX10656284,RNA-Seq,flower buds,,Netherlands
SRX10656289,RNA-Seq,tubers,,Netherlands
SRX10656283,RNA-Seq,flower buds,,Netherlands
SRX10656280,RNA-Seq,flower buds,,Netherlands
SRX10656281,RNA-Seq,flower buds,,Netherlands
SRX10656282,RNA-Seq,flower buds,,Netherlands
SRX10656279,RNA-Seq,flower buds,,Netherlands
SRX10656278,RNA-Seq,flower buds,,Netherlands
SRX10656277,RNA-Seq,flower buds,,Netherlands
SRX10656276,RNA-Seq,stolons,,Netherlands
SRX10656274,RNA-Seq,young leaves,,Netherlands
SRX10656272,RNA-Seq,stolons,,Netherlands
SRX10656273,RNA-Seq,stolons,,Netherlands
SRX10656271,RNA-Seq,stolons,,Netherlands
SRX10656275,RNA-Seq,stolons,,Netherlands
SRX10656269,RNA-Seq,roots,,Netherlands
SRX10656270,RNA-Seq,roots,,Netherlands
SRX10656268,RNA-Seq,roots,,Netherlands
SRX10656267,RNA-Seq,roots,,Netherlands
SRX10656266,RNA-Seq,roots,,Netherlands
SRX10656265,RNA-Seq,roots,,Netherlands
SRX10656263,RNA-Seq,young leaves,,Netherlands
SRX10656264,RNA-Seq,roots,,Netherlands
SRX10656262,RNA-Seq,roots,,Netherlands
SRX10656261,RNA-Seq,roots,,Netherlands
SRX10656259,RNA-Seq,stem,,Netherlands
SRX10656260,RNA-Seq,stem,,Netherlands
SRX10656257,RNA-Seq,stem,,Netherlands
SRX10656256,RNA-Seq,stem,,Netherlands
SRX10656255,RNA-Seq,stem,,Netherlands
SRX10656258,RNA-Seq,stem,,Netherlands
SRX10656254,RNA-Seq,stem,,Netherlands
SRX10656252,RNA-Seq,young leaves,,Netherlands
SRX10656253,RNA-Seq,stem,,Netherlands
SRX10656251,RNA-Seq,young leaves,,Netherlands
SRX10603266,RNA-Seq,leaves,Adult,missing
SRX10528968,RNA-Seq,,,"Australia: Devonport, TAS"
SRX10528969,RNA-Seq,,,"Australia: Devonport, TAS"
SRX10603265,RNA-Seq,leaves,Adult,missing
SRX10603267,RNA-Seq,leaves,Adult,missing
SRX10528966,RNA-Seq,,,"Australia: Devonport, TAS"
SRX10603268,RNA-Seq,leaves,Adult,missing
SRX10528964,RNA-Seq,,,"Australia: Devonport, TAS"
SRX10504312,RNA-Seq,Stolon,,"India: ICAR-CPRI, Shimla"
SRX10528965,RNA-Seq,,,"Australia: Devonport, TAS"
SRX10528967,RNA-Seq,,,"Australia: Devonport, TAS"
SRX10504308,RNA-Seq,Shoot,,"India: ICAR-CPRI, Shimla"
SRX10504304,RNA-Seq,Stolon,,"India: ICAR-CPRI, Shimla"
SRX10504305,RNA-Seq,Shoot,,"India: ICAR-CPRI, Shimla"
SRX10504306,RNA-Seq,Shoot,,"India: ICAR-CPRI, Shimla"
SRX10504311,RNA-Seq,Stolon,,"India: ICAR-CPRI, Shimla"
SRX10504309,RNA-Seq,Shoot,,"India: ICAR-CPRI, Shimla"
SRX10504303,RNA-Seq,Stolon,,"India: ICAR-CPRI, Shimla"
SRX10504307,RNA-Seq,Shoot,,"India: ICAR-CPRI, Shimla"
SRX10504302,RNA-Seq,Stolon,,"India: ICAR-CPRI, Shimla"
SRX10504310,RNA-Seq,Shoot,,"India: ICAR-CPRI, Shimla"
SRX10504300,RNA-Seq,Stolon,,"India: ICAR-CPRI, Shimla"
SRX10504301,RNA-Seq,Stolon,,"India: ICAR-CPRI, Shimla"
SRX10504299,RNA-Seq,Stolon,,"India: ICAR-CPRI, Shimla"
SRX10504298,RNA-Seq,Shoot,,"India: ICAR-CPRI, Shimla"
SRX10504297,RNA-Seq,Shoot,,"India: ICAR-CPRI, Shimla"
SRX10313141,RNA-Seq,germinated pollen,pollen germination,Netherlands
SRX10313142,RNA-Seq,germinated pollen,pollen germination,Netherlands
SRX10313140,RNA-Seq,germinated pollen,pollen germination,Netherlands
SRX10313143,RNA-Seq,germinated pollen,pollen germination,Netherlands
SRX10313144,RNA-Seq,germinated pollen,pollen germination,Netherlands
SRX10313139,RNA-Seq,germinated pollen,pollen germination,Netherlands
SRX10313138,RNA-Seq,germinated pollen,pollen germination,Netherlands
SRX10313137,RNA-Seq,germinated pollen,pollen germination,Netherlands
SRX10313135,RNA-Seq,germinated pollen,pollen germination,Netherlands
SRX10313136,RNA-Seq,germinated pollen,pollen germination,Netherlands
SRX10313134,RNA-Seq,germinated pollen,pollen germination,Netherlands
SRX10313133,RNA-Seq,germinated pollen,pollen germination,Netherlands
SRX10313132,RNA-Seq,germinated pollen,pollen germination,Netherlands
SRX10313130,RNA-Seq,germinated pollen,pollen germination,Netherlands
SRX10160624,RNA-Seq,whole plant,Culture seeding,China
SRX10313129,RNA-Seq,germinated pollen,pollen germination,Netherlands
SRX10160623,RNA-Seq,whole plant,Culture seeding,China
SRX10313131,RNA-Seq,germinated pollen,pollen germination,Netherlands
SRX10160622,RNA-Seq,whole plant,Culture seeding,China
SRX10160621,RNA-Seq,whole plant,Culture seeding,China
SRX10160620,RNA-Seq,whole plant,Culture seeding,China
SRX10160619,RNA-Seq,whole plant,Culture seeding,China
SRX10160618,RNA-Seq,whole plant,Culture seeding,China
SRX10160616,RNA-Seq,whole plant,Culture seeding,China
SRX10160617,RNA-Seq,whole plant,Culture seeding,China
SRX10160615,RNA-Seq,whole plant,Culture seeding,China
SRX10160614,RNA-Seq,whole plant,Culture seeding,China
SRX10160613,RNA-Seq,whole plant,Culture seeding,China
SRX10160610,RNA-Seq,whole plant,Culture seeding,China
SRX10160611,RNA-Seq,whole plant,Culture seeding,China
SRX10160612,RNA-Seq,whole plant,Culture seeding,China
SRX10160609,RNA-Seq,whole plant,Culture seeding,China
SRX10160608,RNA-Seq,whole plant,Culture seeding,China
SRX10160607,RNA-Seq,whole plant,Culture seeding,China
SRX10160547,RNA-Seq,whole plant,Culture seeding,China
SRX10160548,RNA-Seq,whole plant,Culture seeding,China
SRX10160544,RNA-Seq,whole plant,Culture seeding,China
SRX10160545,RNA-Seq,whole plant,Culture seeding,China
SRX10160546,RNA-Seq,whole plant,Culture seeding,China
SRX10160543,RNA-Seq,whole plant,Culture seeding,China
SRX10160649,RNA-Seq,whole plant,microtuber,China
SRX10160648,RNA-Seq,whole plant,microtuber,China
SRX10160646,RNA-Seq,whole plant,microtuber,China
SRX10160647,RNA-Seq,whole plant,microtuber,China
SRX10160645,RNA-Seq,whole plant,microtuber,China
SRX10160634,RNA-Seq,whole plant,Stolon,China
SRX10160636,RNA-Seq,whole plant,Stolon,China
SRX10160635,RNA-Seq,whole plant,Stolon,China
SRX10160633,RNA-Seq,whole plant,Stolon,China
SRX10160644,RNA-Seq,whole plant,microtuber,China
SRX10160632,RNA-Seq,whole plant,Stolon,China
SRX10160542,RNA-Seq,whole plant,Culture seeding,China
SRX10160631,RNA-Seq,whole plant,Stolon,China
SRX10160540,RNA-Seq,whole plant,Culture seeding,China
SRX10160541,RNA-Seq,whole plant,Culture seeding,China
SRX10160537,RNA-Seq,whole plant,Culture seeding,China
SRX10160538,RNA-Seq,whole plant,Culture seeding,China
SRX10160539,RNA-Seq,whole plant,Culture seeding,China
SRX10056790,RNA-Seq,in vitro plantlet,,"China:Hubei,Wuhan"
SRX10056789,RNA-Seq,in vitro plantlet,,"China:Hubei,Wuhan"
SRX10056788,RNA-Seq,in vitro plantlet,,"China:Hubei,Wuhan"
SRX10056783,RNA-Seq,in vitro plantlet,,"China:Hubei,Wuhan"
SRX10056787,RNA-Seq,in vitro plantlet,,"China:Hubei,Wuhan"
SRX10056785,RNA-Seq,in vitro plantlet,,"China:Hubei,Wuhan"
SRX10056786,RNA-Seq,in vitro plantlet,,"China:Hubei,Wuhan"
SRX10056781,RNA-Seq,in vitro plantlet,,"China:Hubei,Wuhan"
SRX10056784,RNA-Seq,in vitro plantlet,,"China:Hubei,Wuhan"
SRX10056782,RNA-Seq,in vitro plantlet,,"China:Hubei,Wuhan"
SRX10056779,RNA-Seq,in vitro plantlet,,"China:Hubei,Wuhan"
SRX10056777,RNA-Seq,in vitro plantlet,,"China:Hubei,Wuhan"
SRX10056780,RNA-Seq,in vitro plantlet,,"China:Hubei,Wuhan"
SRX10056775,RNA-Seq,in vitro plantlet,,"China:Hubei,Wuhan"
SRX10056776,RNA-Seq,in vitro plantlet,,"China:Hubei,Wuhan"
SRX10056773,RNA-Seq,in vitro plantlet,,"China:Hubei,Wuhan"
SRX10056772,RNA-Seq,in vitro plantlet,,"China:Hubei,Wuhan"
SRX10056774,RNA-Seq,in vitro plantlet,,"China:Hubei,Wuhan"
SRX10056778,RNA-Seq,in vitro plantlet,,"China:Hubei,Wuhan"
SRX10056771,RNA-Seq,in vitro plantlet,,"China:Hubei,Wuhan"
SRX10056768,RNA-Seq,in vitro plantlet,,"China:Hubei,Wuhan"
SRX10056770,RNA-Seq,in vitro plantlet,,"China:Hubei,Wuhan"
SRX10056769,RNA-Seq,in vitro plantlet,,"China:Hubei,Wuhan"
SRX10056767,RNA-Seq,in vitro plantlet,,"China:Hubei,Wuhan"
SRX9983136,RNA-Seq,Leaf and stem,,USA:Colorado
SRX9983138,RNA-Seq,Leaf and stem,,USA:Colorado
SRX9983137,RNA-Seq,Leaf and stem,,USA:Colorado
SRX9983133,RNA-Seq,Leaf and stem,,USA:Colorado
SRX9983132,RNA-Seq,Leaf and stem,,USA:Colorado
SRX9983134,RNA-Seq,Leaf and stem,,USA:Colorado
SRX9983130,RNA-Seq,tuber,Mature tuber,France:Strasbourg
SRX9983135,RNA-Seq,Leaf and stem,,USA:Colorado
SRX9983128,RNA-Seq,Leaf and stem,,USA:Colorado
SRX9983131,RNA-Seq,tuber,Mature tuber,France:Strasbourg
SRX9983127,RNA-Seq,Leaf and stem,,USA:Colorado
SRX9983125,RNA-Seq,Leaf and stem,,USA:Colorado
SRX9983126,RNA-Seq,Leaf and stem,,USA:Colorado
SRX9983129,RNA-Seq,Leaf and stem,,USA:Colorado
SRX9983124,RNA-Seq,Leaf and stem,,USA:Colorado
SRX9983123,RNA-Seq,Leaf and stem,,USA:Colorado
SRX9983122,RNA-Seq,Leaf and stem,,USA:Colorado
SRX9983120,RNA-Seq,Leaf and stem,,USA:Colorado
SRX9983121,RNA-Seq,Leaf and stem,,USA:Colorado
SRX9983119,RNA-Seq,Leaf and stem,,USA:Colorado
SRX9983118,RNA-Seq,Leaf and stem,,USA:Colorado
SRX9983117,RNA-Seq,Leaf and stem,,USA:Colorado
SRX9983115,RNA-Seq,Leaf and stem,,USA:Colorado
SRX9983116,RNA-Seq,Leaf and stem,,USA:Colorado
SRX9720190,RNA-Seq,root,,China:Lanzhou
SRX9720191,RNA-Seq,root,,China:Lanzhou
SRX9720187,RNA-Seq,root,,China:Lanzhou
SRX9720192,RNA-Seq,root,,China:Lanzhou
SRX9720189,RNA-Seq,root,,China:Lanzhou
SRX9720183,RNA-Seq,root,,China:Lanzhou
SRX9720185,RNA-Seq,root,,China:Lanzhou
SRX9720186,RNA-Seq,root,,China:Lanzhou
SRX9720188,RNA-Seq,root,,China:Lanzhou
SRX9720184,RNA-Seq,root,,China:Lanzhou
SRX9720182,RNA-Seq,root,,China:Lanzhou
SRX9720181,RNA-Seq,root,,China:Lanzhou
SRX9715241,miRNA-Seq,root,,China:Lanzhou
SRX9715240,miRNA-Seq,root,,China:Lanzhou
SRX9715243,miRNA-Seq,root,,China:Lanzhou
SRX9715239,miRNA-Seq,root,,China:Lanzhou
SRX9715236,miRNA-Seq,root,,China:Lanzhou
SRX9715237,miRNA-Seq,root,,China:Lanzhou
SRX9715242,miRNA-Seq,root,,China:Lanzhou
SRX9715235,miRNA-Seq,root,,China:Lanzhou
SRX9715238,miRNA-Seq,root,,China:Lanzhou
SRX9715244,miRNA-Seq,root,,China:Lanzhou
SRX9715233,miRNA-Seq,root,,China:Lanzhou
SRX9715234,miRNA-Seq,root,,China:Lanzhou
SRX9694845,RNA-Seq,Mycelia,,
SRX9694841,RNA-Seq,Mycelia,,
SRX9694846,RNA-Seq,Mycelia,,
SRX9694840,RNA-Seq,Mycelia,,
SRX9694839,RNA-Seq,Mycelia,,
SRX9694842,RNA-Seq,Mycelia,,
SRX9694838,RNA-Seq,Infected leaves,,
SRX9694843,RNA-Seq,Mycelia,,
SRX9694844,RNA-Seq,Mycelia,,
SRX9694837,RNA-Seq,Infected leaves,,
SRX9694836,RNA-Seq,Infected leaves,,
SRX9694835,RNA-Seq,Infected leaves,,
SRX9694831,RNA-Seq,Leaves,,
SRX9694833,RNA-Seq,Leaves,,
SRX9694830,RNA-Seq,Infected leaves,,
SRX9694832,RNA-Seq,Leaves,,
SRX9694834,RNA-Seq,Leaves,,
SRX9694828,RNA-Seq,Infected leaves,,
SRX9694826,miRNA-Seq,Infected leaves,,
SRX9694829,RNA-Seq,Infected leaves,,
SRX9694825,miRNA-Seq,Infected leaves,,
SRX9694827,RNA-Seq,Infected leaves,,
SRX9694823,miRNA-Seq,Infected leaves,,
SRX9694821,miRNA-Seq,Leaves,,
SRX9694824,miRNA-Seq,Infected leaves,,
SRX9694820,miRNA-Seq,Infected leaves,,
SRX9694819,miRNA-Seq,Infected leaves,,
SRX9694818,miRNA-Seq,Infected leaves,,
SRX9694822,miRNA-Seq,Leaves,,
SRX9694817,miRNA-Seq,Infected leaves,,
SRX9694816,miRNA-Seq,Infected leaves,,
SRX9694815,miRNA-Seq,Infected leaves,,
SRX9694814,miRNA-Seq,Leaves,,
SRX9694813,miRNA-Seq,Leaves,,
SRX9609106,RNA-Seq,Leaf,,China:Tai'an
SRX9694812,miRNA-Seq,Leaves,,
SRX9609104,RNA-Seq,Leaf,,China:Tai'an
SRX9609100,RNA-Seq,Leaf,,China:Tai'an
SRX9609105,RNA-Seq,Leaf,,China:Tai'an
SRX9609099,RNA-Seq,Leaf,,China:Tai'an
SRX9609103,RNA-Seq,Leaf,,China:Tai'an
SRX9609098,RNA-Seq,Leaf,,China:Tai'an
SRX9609102,RNA-Seq,Leaf,,China:Tai'an
SRX9609097,RNA-Seq,Leaf,,China:Tai'an
SRX9609101,RNA-Seq,Leaf,,China:Tai'an
SRX9609096,RNA-Seq,Leaf,,China:Tai'an
SRX9609095,RNA-Seq,Leaf,,China:Tai'an
SRX9539421,RNA-Seq,Leaf,4 week old plants,not applicable
SRX9539424,RNA-Seq,Leaf,4 week old plants,not applicable
SRX9539420,RNA-Seq,Leaf,4 week old plants,not applicable
SRX9539422,RNA-Seq,Leaf,4 week old plants,not applicable
SRX9539419,RNA-Seq,Leaf,4 week old plants,not applicable
SRX9539423,RNA-Seq,Leaf,4 week old plants,not applicable
SRX9539418,RNA-Seq,Leaf,4 week old plants,not applicable
SRX9539416,RNA-Seq,Leaf,4 week old plants,not applicable
SRX9539415,RNA-Seq,Leaf,4 week old plants,not applicable
SRX9539417,RNA-Seq,Leaf,4 week old plants,not applicable
SRX9539413,RNA-Seq,Leaf,4 week old plants,not applicable
SRX9388326,OTHER,Stem,,
SRX9539414,RNA-Seq,Leaf,4 week old plants,not applicable
SRX9388325,OTHER,Stem,,
SRX9388322,OTHER,Stem,,
SRX9388320,OTHER,Stem,,
SRX9388321,OTHER,Stem,,
SRX9388324,OTHER,Stem,,
SRX9388323,OTHER,Stem,,
SRX9388318,OTHER,Stem,,
SRX9388319,OTHER,Stem,,
SRX9388317,OTHER,Stem,,
SRX9388316,OTHER,Stem,,
SRX9388315,OTHER,Stem,,
SRX9322332,RNA-Seq,Leaf,,"India: ICAR-CPRI, Shimla"
SRX9322333,RNA-Seq,Leaf,,"India: ICAR-CPRI, Shimla"
SRX9322331,RNA-Seq,Leaf,,"India: ICAR-CPRI, Shimla"
SRX9322330,RNA-Seq,Root,,"India: ICAR-CPRI, Shimla"
SRX9322329,RNA-Seq,Root,,"India: ICAR-CPRI, Shimla"
SRX9322328,RNA-Seq,Leaf,,"India: ICAR-CPRI, Shimla"
SRX9322327,RNA-Seq,Root,,"India: ICAR-CPRI, Shimla"
SRX9322325,RNA-Seq,Root,,"India: ICAR-CPRI, Shimla"
SRX9322324,RNA-Seq,Root,,"India: ICAR-CPRI, Shimla"
SRX9322323,RNA-Seq,Leaf,,"India: ICAR-CPRI, Shimla"
SRX9322322,RNA-Seq,Leaf,,"India: ICAR-CPRI, Shimla"
SRX9322326,RNA-Seq,Root,,"India: ICAR-CPRI, Shimla"
SRX9319581,OTHER,leaf,,USA: Oregon
SRX9319582,OTHER,leaf,,USA: Oregon
SRX9319583,OTHER,leaf,,USA: Oregon
SRX9319556,OTHER,leaf,,USA: Oregon
SRX9319558,OTHER,leaf,,USA: Oregon
SRX9319557,OTHER,leaf,,USA: Oregon
SRX9319275,OTHER,leaf,,USA: Oregon
SRX9319273,OTHER,leaf,,USA: Oregon
SRX9298442,OTHER,leaf,,USA: Oregon
SRX9319274,OTHER,leaf,,USA: Oregon
SRX9298443,OTHER,leaf,,USA: Oregon
SRX9298441,OTHER,leaf,,USA: Oregon
SRX9242991,RNA-Seq,Leaves (infected),,
